"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Buena Vista city, VA"	"51530"	"2016"	"2016"	Suppressed	6452	Suppressed
	"Buena Vista city, VA"	"51530"	"2017"	"2017"	Suppressed	6327	Suppressed
	"Buena Vista city, VA"	"51530"	"2018"	"2018"	Suppressed	6237	Suppressed
	"Buena Vista city, VA"	"51530"	"2019"	"2019"	Suppressed	6478	Suppressed
	"Buena Vista city, VA"	"51530"	"2020 "	"2020"	Suppressed	6402	Suppressed
	"Charlottesville city, VA"	"51540"	"2016"	"2016"	Suppressed	46912	Suppressed
	"Charlottesville city, VA"	"51540"	"2017"	"2017"	Suppressed	48019	Suppressed
	"Charlottesville city, VA"	"51540"	"2018"	"2018"	Suppressed	48117	Suppressed
	"Charlottesville city, VA"	"51540"	"2019"	"2019"	Suppressed	47266	Suppressed
	"Charlottesville city, VA"	"51540"	"2020 "	"2020"	Suppressed	46950	Suppressed
	"Chesapeake city, VA"	"51550"	"2016"	"2016"	Suppressed	237940	Suppressed
	"Chesapeake city, VA"	"51550"	"2017"	"2017"	10	240397	Unreliable
	"Chesapeake city, VA"	"51550"	"2018"	"2018"	Suppressed	242634	Suppressed
	"Chesapeake city, VA"	"51550"	"2019"	"2019"	Suppressed	244835	Suppressed
	"Chesapeake city, VA"	"51550"	"2020 "	"2020"	Suppressed	247011	Suppressed
	"Clifton Forge city, VA"	"51560"	"2016"	"2016"	Missing	Missing	Missing
	"Clifton Forge city, VA"	"51560"	"2017"	"2017"	Missing	Missing	Missing
	"Clifton Forge city, VA"	"51560"	"2018"	"2018"	Missing	Missing	Missing
	"Clifton Forge city, VA"	"51560"	"2019"	"2019"	Missing	Missing	Missing
	"Clifton Forge city, VA"	"51560"	"2020 "	"2020"	Missing	Missing	Missing
	"Colonial Heights city, VA"	"51570"	"2016"	"2016"	Suppressed	17772	Suppressed
	"Colonial Heights city, VA"	"51570"	"2017"	"2017"	Suppressed	17830	Suppressed
	"Colonial Heights city, VA"	"51570"	"2018"	"2018"	Suppressed	17833	Suppressed
	"Colonial Heights city, VA"	"51570"	"2019"	"2019"	Suppressed	17370	Suppressed
	"Colonial Heights city, VA"	"51570"	"2020 "	"2020"	Suppressed	17205	Suppressed
	"Covington city, VA"	"51580"	"2016"	"2016"	Suppressed	5518	Suppressed
	"Covington city, VA"	"51580"	"2017"	"2017"	Suppressed	5531	Suppressed
	"Covington city, VA"	"51580"	"2018"	"2018"	Suppressed	5460	Suppressed
	"Covington city, VA"	"51580"	"2019"	"2019"	Suppressed	5538	Suppressed
	"Covington city, VA"	"51580"	"2020 "	"2020"	Suppressed	5639	Suppressed
	"Danville city, VA"	"51590"	"2016"	"2016"	Suppressed	41898	Suppressed
	"Danville city, VA"	"51590"	"2017"	"2017"	Suppressed	41130	Suppressed
	"Danville city, VA"	"51590"	"2018"	"2018"	Suppressed	40693	Suppressed
	"Danville city, VA"	"51590"	"2019"	"2019"	Suppressed	40044	Suppressed
	"Danville city, VA"	"51590"	"2020 "	"2020"	Suppressed	39869	Suppressed
	"Emporia city, VA"	"51595"	"2016"	"2016"	Suppressed	5305	Suppressed
	"Emporia city, VA"	"51595"	"2017"	"2017"	Suppressed	5282	Suppressed
	"Emporia city, VA"	"51595"	"2018"	"2018"	Suppressed	5121	Suppressed
	"Emporia city, VA"	"51595"	"2019"	"2019"	Suppressed	5346	Suppressed
	"Emporia city, VA"	"51595"	"2020 "	"2020"	Suppressed	5257	Suppressed
	"Fairfax city, VA"	"51600"	"2016"	"2016"	Suppressed	24164	Suppressed
	"Fairfax city, VA"	"51600"	"2017"	"2017"	Suppressed	24097	Suppressed
	"Fairfax city, VA"	"51600"	"2018"	"2018"	Suppressed	24574	Suppressed
	"Fairfax city, VA"	"51600"	"2019"	"2019"	Suppressed	24019	Suppressed
	"Fairfax city, VA"	"51600"	"2020 "	"2020"	Suppressed	23429	Suppressed
	"Falls Church city, VA"	"51610"	"2016"	"2016"	Suppressed	14014	Suppressed
	"Falls Church city, VA"	"51610"	"2017"	"2017"	Suppressed	14583	Suppressed
	"Falls Church city, VA"	"51610"	"2018"	"2018"	Suppressed	14772	Suppressed
	"Falls Church city, VA"	"51610"	"2019"	"2019"	Suppressed	14617	Suppressed
	"Falls Church city, VA"	"51610"	"2020 "	"2020"	Suppressed	14631	Suppressed
	"Franklin city, VA"	"51620"	"2016"	"2016"	Suppressed	8306	Suppressed
	"Franklin city, VA"	"51620"	"2017"	"2017"	Suppressed	8176	Suppressed
	"Franklin city, VA"	"51620"	"2018"	"2018"	Suppressed	8013	Suppressed
	"Franklin city, VA"	"51620"	"2019"	"2019"	Suppressed	7967	Suppressed
	"Franklin city, VA"	"51620"	"2020 "	"2020"	Suppressed	7833	Suppressed
	"Fredericksburg city, VA"	"51630"	"2016"	"2016"	Suppressed	28297	Suppressed
	"Fredericksburg city, VA"	"51630"	"2017"	"2017"	Suppressed	28360	Suppressed
	"Fredericksburg city, VA"	"51630"	"2018"	"2018"	Suppressed	29144	Suppressed
	"Fredericksburg city, VA"	"51630"	"2019"	"2019"	Suppressed	29036	Suppressed
	"Fredericksburg city, VA"	"51630"	"2020 "	"2020"	Suppressed	29492	Suppressed
	"Galax city, VA"	"51640"	"2016"	"2016"	Suppressed	6775	Suppressed
	"Galax city, VA"	"51640"	"2017"	"2017"	Suppressed	6625	Suppressed
	"Galax city, VA"	"51640"	"2018"	"2018"	Suppressed	6423	Suppressed
	"Galax city, VA"	"51640"	"2019"	"2019"	Suppressed	6347	Suppressed
	"Galax city, VA"	"51640"	"2020 "	"2020"	Suppressed	6296	Suppressed
	"Hampton city, VA"	"51650"	"2016"	"2016"	Suppressed	135410	Suppressed
	"Hampton city, VA"	"51650"	"2017"	"2017"	Suppressed	134669	Suppressed
	"Hampton city, VA"	"51650"	"2018"	"2018"	Suppressed	134313	Suppressed
	"Hampton city, VA"	"51650"	"2019"	"2019"	11	134510	Unreliable
	"Hampton city, VA"	"51650"	"2020 "	"2020"	Suppressed	135464	Suppressed
	"Harrisonburg city, VA"	"51660"	"2016"	"2016"	Suppressed	53078	Suppressed
	"Harrisonburg city, VA"	"51660"	"2017"	"2017"	Suppressed	54215	Suppressed
	"Harrisonburg city, VA"	"51660"	"2018"	"2018"	Suppressed	54033	Suppressed
	"Harrisonburg city, VA"	"51660"	"2019"	"2019"	Suppressed	53016	Suppressed
	"Harrisonburg city, VA"	"51660"	"2020 "	"2020"	Suppressed	53204	Suppressed
	"Hopewell city, VA"	"51670"	"2016"	"2016"	Suppressed	22735	Suppressed
	"Hopewell city, VA"	"51670"	"2017"	"2017"	Suppressed	22621	Suppressed
	"Hopewell city, VA"	"51670"	"2018"	"2018"	Suppressed	22596	Suppressed
	"Hopewell city, VA"	"51670"	"2019"	"2019"	Suppressed	22529	Suppressed
	"Hopewell city, VA"	"51670"	"2020 "	"2020"	Suppressed	22375	Suppressed
	"Lexington city, VA"	"51678"	"2016"	"2016"	Suppressed	7045	Suppressed
	"Lexington city, VA"	"51678"	"2017"	"2017"	Suppressed	7106	Suppressed
	"Lexington city, VA"	"51678"	"2018"	"2018"	Suppressed	7136	Suppressed
	"Lexington city, VA"	"51678"	"2019"	"2019"	Suppressed	7446	Suppressed
	"Lexington city, VA"	"51678"	"2020 "	"2020"	Suppressed	7279	Suppressed
	"Lynchburg city, VA"	"51680"	"2016"	"2016"	Suppressed	80212	Suppressed
	"Lynchburg city, VA"	"51680"	"2017"	"2017"	Suppressed	80995	Suppressed
	"Lynchburg city, VA"	"51680"	"2018"	"2018"	Suppressed	82126	Suppressed
	"Lynchburg city, VA"	"51680"	"2019"	"2019"	Suppressed	82168	Suppressed
	"Lynchburg city, VA"	"51680"	"2020 "	"2020"	Suppressed	81561	Suppressed
	"Manassas city, VA"	"51683"	"2016"	"2016"	Suppressed	41483	Suppressed
	"Manassas city, VA"	"51683"	"2017"	"2017"	Suppressed	41501	Suppressed
	"Manassas city, VA"	"51683"	"2018"	"2018"	Suppressed	41641	Suppressed
	"Manassas city, VA"	"51683"	"2019"	"2019"	Suppressed	41085	Suppressed
	"Manassas city, VA"	"51683"	"2020 "	"2020"	Suppressed	40869	Suppressed
	"Manassas Park city, VA"	"51685"	"2016"	"2016"	Suppressed	15915	Suppressed
	"Manassas Park city, VA"	"51685"	"2017"	"2017"	Suppressed	16591	Suppressed
	"Manassas Park city, VA"	"51685"	"2018"	"2018"	Suppressed	17307	Suppressed
	"Manassas Park city, VA"	"51685"	"2019"	"2019"	Suppressed	17478	Suppressed
	"Manassas Park city, VA"	"51685"	"2020 "	"2020"	Suppressed	18004	Suppressed
	"Martinsville city, VA"	"51690"	"2016"	"2016"	Suppressed	13445	Suppressed
	"Martinsville city, VA"	"51690"	"2017"	"2017"	Suppressed	13142	Suppressed
	"Martinsville city, VA"	"51690"	"2018"	"2018"	Suppressed	12902	Suppressed
	"Martinsville city, VA"	"51690"	"2019"	"2019"	Suppressed	12554	Suppressed
	"Martinsville city, VA"	"51690"	"2020 "	"2020"	Suppressed	12355	Suppressed
	"Newport News city, VA"	"51700"	"2016"	"2016"	15	181825	Unreliable
	"Newport News city, VA"	"51700"	"2017"	"2017"	Suppressed	179388	Suppressed
	"Newport News city, VA"	"51700"	"2018"	"2018"	Suppressed	178626	Suppressed
	"Newport News city, VA"	"51700"	"2019"	"2019"	Suppressed	179225	Suppressed
	"Newport News city, VA"	"51700"	"2020 "	"2020"	Suppressed	179062	Suppressed
	"Norfolk city, VA"	"51710"	"2016"	"2016"	13	245115	Unreliable
	"Norfolk city, VA"	"51710"	"2017"	"2017"	10	244703	Unreliable
	"Norfolk city, VA"	"51710"	"2018"	"2018"	11	244076	Unreliable
	"Norfolk city, VA"	"51710"	"2019"	"2019"	Suppressed	242742	Suppressed
	"Norfolk city, VA"	"51710"	"2020 "	"2020"	16	242803	Unreliable
	"Norton city, VA"	"51720"	"2016"	"2016"	Suppressed	3864	Suppressed
	"Norton city, VA"	"51720"	"2017"	"2017"	Suppressed	3936	Suppressed
	"Norton city, VA"	"51720"	"2018"	"2018"	Suppressed	3968	Suppressed
	"Norton city, VA"	"51720"	"2019"	"2019"	Suppressed	3981	Suppressed
	"Norton city, VA"	"51720"	"2020 "	"2020"	Suppressed	3985	Suppressed
	"Petersburg city, VA"	"51730"	"2016"	"2016"	Suppressed	31882	Suppressed
	"Petersburg city, VA"	"51730"	"2017"	"2017"	Suppressed	31750	Suppressed
	"Petersburg city, VA"	"51730"	"2018"	"2018"	Suppressed	31567	Suppressed
	"Petersburg city, VA"	"51730"	"2019"	"2019"	Suppressed	31346	Suppressed
	"Petersburg city, VA"	"51730"	"2020 "	"2020"	Suppressed	30446	Suppressed
	"Poquoson city, VA"	"51735"	"2016"	"2016"	Suppressed	12017	Suppressed
	"Poquoson city, VA"	"51735"	"2017"	"2017"	Suppressed	12053	Suppressed
	"Poquoson city, VA"	"51735"	"2018"	"2018"	Suppressed	12190	Suppressed
	"Poquoson city, VA"	"51735"	"2019"	"2019"	Suppressed	12271	Suppressed
	"Poquoson city, VA"	"51735"	"2020 "	"2020"	Suppressed	12257	Suppressed
	"Portsmouth city, VA"	"51740"	"2016"	"2016"	Suppressed	95252	Suppressed
	"Portsmouth city, VA"	"51740"	"2017"	"2017"	Suppressed	94572	Suppressed
	"Portsmouth city, VA"	"51740"	"2018"	"2018"	Suppressed	94632	Suppressed
	"Portsmouth city, VA"	"51740"	"2019"	"2019"	Suppressed	94398	Suppressed
	"Portsmouth city, VA"	"51740"	"2020 "	"2020"	11	95094	Unreliable
	"Radford city, VA"	"51750"	"2016"	"2016"	Suppressed	17483	Suppressed
	"Radford city, VA"	"51750"	"2017"	"2017"	Suppressed	17658	Suppressed
	"Radford city, VA"	"51750"	"2018"	"2018"	Suppressed	18339	Suppressed
	"Radford city, VA"	"51750"	"2019"	"2019"	Suppressed	18249	Suppressed
	"Radford city, VA"	"51750"	"2020 "	"2020"	Suppressed	18255	Suppressed
	"Richmond city, VA"	"51760"	"2016"	"2016"	19	223170	Unreliable
	"Richmond city, VA"	"51760"	"2017"	"2017"	14	227032	Unreliable
	"Richmond city, VA"	"51760"	"2018"	"2018"	Suppressed	228783	Suppressed
	"Richmond city, VA"	"51760"	"2019"	"2019"	Suppressed	230436	Suppressed
	"Richmond city, VA"	"51760"	"2020 "	"2020"	10	232226	Unreliable
	"Roanoke city, VA"	"51770"	"2016"	"2016"	Suppressed	99660	Suppressed
	"Roanoke city, VA"	"51770"	"2017"	"2017"	13	99837	Unreliable
	"Roanoke city, VA"	"51770"	"2018"	"2018"	15	99920	Unreliable
	"Roanoke city, VA"	"51770"	"2019"	"2019"	Suppressed	99143	Suppressed
	"Roanoke city, VA"	"51770"	"2020 "	"2020"	10	99058	Unreliable
	"Salem city, VA"	"51775"	"2016"	"2016"	Suppressed	25549	Suppressed
	"Salem city, VA"	"51775"	"2017"	"2017"	Suppressed	25862	Suppressed
	"Salem city, VA"	"51775"	"2018"	"2018"	Suppressed	25643	Suppressed
	"Salem city, VA"	"51775"	"2019"	"2019"	Suppressed	25301	Suppressed
	"Salem city, VA"	"51775"	"2020 "	"2020"	Suppressed	25340	Suppressed
	"Staunton city, VA"	"51790"	"2016"	"2016"	Suppressed	24363	Suppressed
	"Staunton city, VA"	"51790"	"2017"	"2017"	Suppressed	24528	Suppressed
	"Staunton city, VA"	"51790"	"2018"	"2018"	Suppressed	24922	Suppressed
	"Staunton city, VA"	"51790"	"2019"	"2019"	Suppressed	24932	Suppressed
	"Staunton city, VA"	"51790"	"2020 "	"2020"	Suppressed	25190	Suppressed
	"Suffolk city, VA"	"51800"	"2016"	"2016"	Suppressed	89273	Suppressed
	"Suffolk city, VA"	"51800"	"2017"	"2017"	Suppressed	90237	Suppressed
	"Suffolk city, VA"	"51800"	"2018"	"2018"	Suppressed	91185	Suppressed
	"Suffolk city, VA"	"51800"	"2019"	"2019"	Suppressed	92108	Suppressed
	"Suffolk city, VA"	"51800"	"2020 "	"2020"	Suppressed	93913	Suppressed
	"Virginia Beach city, VA"	"51810"	"2016"	"2016"	26	452602	5.7
	"Virginia Beach city, VA"	"51810"	"2017"	"2017"	22	450435	4.9
	"Virginia Beach city, VA"	"51810"	"2018"	"2018"	15	450189	Unreliable
	"Virginia Beach city, VA"	"51810"	"2019"	"2019"	10	449974	Unreliable
	"Virginia Beach city, VA"	"51810"	"2020 "	"2020"	25	451231	5.5
	"Waynesboro city, VA"	"51820"	"2016"	"2016"	Suppressed	21887	Suppressed
	"Waynesboro city, VA"	"51820"	"2017"	"2017"	Suppressed	22327	Suppressed
	"Waynesboro city, VA"	"51820"	"2018"	"2018"	Suppressed	22628	Suppressed
	"Waynesboro city, VA"	"51820"	"2019"	"2019"	Suppressed	22630	Suppressed
	"Waynesboro city, VA"	"51820"	"2020 "	"2020"	Suppressed	22741	Suppressed
	"Williamsburg city, VA"	"51830"	"2016"	"2016"	Suppressed	15214	Suppressed
	"Williamsburg city, VA"	"51830"	"2017"	"2017"	Suppressed	15031	Suppressed
	"Williamsburg city, VA"	"51830"	"2018"	"2018"	Suppressed	14896	Suppressed
	"Williamsburg city, VA"	"51830"	"2019"	"2019"	Suppressed	14954	Suppressed
	"Williamsburg city, VA"	"51830"	"2020 "	"2020"	Suppressed	15259	Suppressed
	"Winchester city, VA"	"51840"	"2016"	"2016"	Suppressed	27516	Suppressed
	"Winchester city, VA"	"51840"	"2017"	"2017"	Suppressed	27932	Suppressed
	"Winchester city, VA"	"51840"	"2018"	"2018"	Suppressed	28108	Suppressed
	"Winchester city, VA"	"51840"	"2019"	"2019"	Suppressed	28078	Suppressed
	"Winchester city, VA"	"51840"	"2020 "	"2020"	Suppressed	27700	Suppressed
	"Adams County, WA"	"53001"	"2016"	"2016"	Suppressed	19238	Suppressed
	"Adams County, WA"	"53001"	"2017"	"2017"	Suppressed	19506	Suppressed
	"Adams County, WA"	"53001"	"2018"	"2018"	Suppressed	19759	Suppressed
	"Adams County, WA"	"53001"	"2019"	"2019"	Suppressed	19983	Suppressed
	"Adams County, WA"	"53001"	"2020 "	"2020"	Suppressed	20027	Suppressed
	"Asotin County, WA"	"53003"	"2016"	"2016"	Suppressed	22306	Suppressed
	"Asotin County, WA"	"53003"	"2017"	"2017"	Suppressed	22535	Suppressed
	"Asotin County, WA"	"53003"	"2018"	"2018"	Suppressed	22610	Suppressed
	"Asotin County, WA"	"53003"	"2019"	"2019"	Suppressed	22582	Suppressed
	"Asotin County, WA"	"53003"	"2020 "	"2020"	Suppressed	22820	Suppressed
	"Benton County, WA"	"53005"	"2016"	"2016"	17	193686	Unreliable
	"Benton County, WA"	"53005"	"2017"	"2017"	12	198171	Unreliable
	"Benton County, WA"	"53005"	"2018"	"2018"	Suppressed	201877	Suppressed
	"Benton County, WA"	"53005"	"2019"	"2019"	Suppressed	204390	Suppressed
	"Benton County, WA"	"53005"	"2020 "	"2020"	Suppressed	206426	Suppressed
	"Chelan County, WA"	"53007"	"2016"	"2016"	Suppressed	76338	Suppressed
	"Chelan County, WA"	"53007"	"2017"	"2017"	Suppressed	76533	Suppressed
	"Chelan County, WA"	"53007"	"2018"	"2018"	Suppressed	77036	Suppressed
	"Chelan County, WA"	"53007"	"2019"	"2019"	Suppressed	77200	Suppressed
	"Chelan County, WA"	"53007"	"2020 "	"2020"	Suppressed	77574	Suppressed
	"Clallam County, WA"	"53009"	"2016"	"2016"	Suppressed	74570	Suppressed
	"Clallam County, WA"	"53009"	"2017"	"2017"	Suppressed	75474	Suppressed
	"Clallam County, WA"	"53009"	"2018"	"2018"	Suppressed	76737	Suppressed
	"Clallam County, WA"	"53009"	"2019"	"2019"	Suppressed	77331	Suppressed
	"Clallam County, WA"	"53009"	"2020 "	"2020"	Suppressed	78067	Suppressed
	"Clark County, WA"	"53011"	"2016"	"2016"	29	467018	6.2
	"Clark County, WA"	"53011"	"2017"	"2017"	20	474643	4.2
	"Clark County, WA"	"53011"	"2018"	"2018"	16	481857	Unreliable
	"Clark County, WA"	"53011"	"2019"	"2019"	13	488241	Unreliable
	"Clark County, WA"	"53011"	"2020 "	"2020"	22	496865	4.4
	"Columbia County, WA"	"53013"	"2016"	"2016"	Suppressed	3938	Suppressed
	"Columbia County, WA"	"53013"	"2017"	"2017"	Suppressed	4047	Suppressed
	"Columbia County, WA"	"53013"	"2018"	"2018"	Suppressed	4059	Suppressed
	"Columbia County, WA"	"53013"	"2019"	"2019"	Suppressed	3985	Suppressed
	"Columbia County, WA"	"53013"	"2020 "	"2020"	Suppressed	4048	Suppressed
	"Cowlitz County, WA"	"53015"	"2016"	"2016"	Suppressed	105160	Suppressed
	"Cowlitz County, WA"	"53015"	"2017"	"2017"	Suppressed	106910	Suppressed
	"Cowlitz County, WA"	"53015"	"2018"	"2018"	Suppressed	108987	Suppressed
	"Cowlitz County, WA"	"53015"	"2019"	"2019"	Suppressed	110593	Suppressed
	"Cowlitz County, WA"	"53015"	"2020 "	"2020"	Suppressed	111371	Suppressed
	"Douglas County, WA"	"53017"	"2016"	"2016"	Suppressed	41327	Suppressed
	"Douglas County, WA"	"53017"	"2017"	"2017"	Suppressed	41945	Suppressed
	"Douglas County, WA"	"53017"	"2018"	"2018"	Suppressed	42907	Suppressed
	"Douglas County, WA"	"53017"	"2019"	"2019"	Suppressed	43429	Suppressed
	"Douglas County, WA"	"53017"	"2020 "	"2020"	Suppressed	43560	Suppressed
	"Ferry County, WA"	"53019"	"2016"	"2016"	Suppressed	7614	Suppressed
	"Ferry County, WA"	"53019"	"2017"	"2017"	Suppressed	7594	Suppressed
	"Ferry County, WA"	"53019"	"2018"	"2018"	Suppressed	7649	Suppressed
	"Ferry County, WA"	"53019"	"2019"	"2019"	Suppressed	7627	Suppressed
	"Ferry County, WA"	"53019"	"2020 "	"2020"	Suppressed	7759	Suppressed
	"Franklin County, WA"	"53021"	"2016"	"2016"	Suppressed	90160	Suppressed
	"Franklin County, WA"	"53021"	"2017"	"2017"	Suppressed	92125	Suppressed
	"Franklin County, WA"	"53021"	"2018"	"2018"	Suppressed	94347	Suppressed
	"Franklin County, WA"	"53021"	"2019"	"2019"	Suppressed	95222	Suppressed
	"Franklin County, WA"	"53021"	"2020 "	"2020"	Suppressed	97075	Suppressed
	"Garfield County, WA"	"53023"	"2016"	"2016"	Suppressed	2247	Suppressed
	"Garfield County, WA"	"53023"	"2017"	"2017"	Suppressed	2210	Suppressed
	"Garfield County, WA"	"53023"	"2018"	"2018"	Suppressed	2247	Suppressed
	"Garfield County, WA"	"53023"	"2019"	"2019"	Suppressed	2225	Suppressed
	"Garfield County, WA"	"53023"	"2020 "	"2020"	Suppressed	2290	Suppressed
	"Grant County, WA"	"53025"	"2016"	"2016"	Suppressed	93546	Suppressed
	"Grant County, WA"	"53025"	"2017"	"2017"	Suppressed	95158	Suppressed
	"Grant County, WA"	"53025"	"2018"	"2018"	Suppressed	97331	Suppressed
	"Grant County, WA"	"53025"	"2019"	"2019"	Suppressed	97733	Suppressed
	"Grant County, WA"	"53025"	"2020 "	"2020"	Suppressed	99377	Suppressed
	"Grays Harbor County, WA"	"53027"	"2016"	"2016"	Suppressed	71628	Suppressed
	"Grays Harbor County, WA"	"53027"	"2017"	"2017"	10	72697	Unreliable
	"Grays Harbor County, WA"	"53027"	"2018"	"2018"	Suppressed	73901	Suppressed
	"Grays Harbor County, WA"	"53027"	"2019"	"2019"	Suppressed	75061	Suppressed
	"Grays Harbor County, WA"	"53027"	"2020 "	"2020"	Suppressed	75950	Suppressed
	"Island County, WA"	"53029"	"2016"	"2016"	Suppressed	82636	Suppressed
	"Island County, WA"	"53029"	"2017"	"2017"	Suppressed	83159	Suppressed
	"Island County, WA"	"53029"	"2018"	"2018"	Suppressed	84460	Suppressed
	"Island County, WA"	"53029"	"2019"	"2019"	Suppressed	85141	Suppressed
	"Island County, WA"	"53029"	"2020 "	"2020"	Suppressed	86014	Suppressed
	"Jefferson County, WA"	"53031"	"2016"	"2016"	Suppressed	31139	Suppressed
	"Jefferson County, WA"	"53031"	"2017"	"2017"	Suppressed	31234	Suppressed
	"Jefferson County, WA"	"53031"	"2018"	"2018"	Suppressed	31729	Suppressed
	"Jefferson County, WA"	"53031"	"2019"	"2019"	Suppressed	32221	Suppressed
	"Jefferson County, WA"	"53031"	"2020 "	"2020"	Suppressed	32700	Suppressed
	"King County, WA"	"53033"	"2016"	"2016"	97	2149970	4.5
	"King County, WA"	"53033"	"2017"	"2017"	94	2188649	4.3
	"King County, WA"	"53033"	"2018"	"2018"	92	2233163	4.1
	"King County, WA"	"53033"	"2019"	"2019"	91	2252782	4.0
	"King County, WA"	"53033"	"2020 "	"2020"	90	2274315	4.0
	"Kitsap County, WA"	"53035"	"2016"	"2016"	13	264811	Unreliable
	"Kitsap County, WA"	"53035"	"2017"	"2017"	11	266414	Unreliable
	"Kitsap County, WA"	"53035"	"2018"	"2018"	Suppressed	269805	Suppressed
	"Kitsap County, WA"	"53035"	"2019"	"2019"	Suppressed	271473	Suppressed
	"Kitsap County, WA"	"53035"	"2020 "	"2020"	Suppressed	272787	Suppressed
	"Kittitas County, WA"	"53037"	"2016"	"2016"	Suppressed	44866	Suppressed
	"Kittitas County, WA"	"53037"	"2017"	"2017"	Suppressed	46205	Suppressed
	"Kittitas County, WA"	"53037"	"2018"	"2018"	Suppressed	47364	Suppressed
	"Kittitas County, WA"	"53037"	"2019"	"2019"	Suppressed	47935	Suppressed
	"Kittitas County, WA"	"53037"	"2020 "	"2020"	Suppressed	49204	Suppressed
	"Klickitat County, WA"	"53039"	"2016"	"2016"	Suppressed	21301	Suppressed
	"Klickitat County, WA"	"53039"	"2017"	"2017"	Suppressed	21811	Suppressed
	"Klickitat County, WA"	"53039"	"2018"	"2018"	Suppressed	22107	Suppressed
	"Klickitat County, WA"	"53039"	"2019"	"2019"	Suppressed	22425	Suppressed
	"Klickitat County, WA"	"53039"	"2020 "	"2020"	Suppressed	22697	Suppressed
	"Lewis County, WA"	"53041"	"2016"	"2016"	Suppressed	77066	Suppressed
	"Lewis County, WA"	"53041"	"2017"	"2017"	Suppressed	78200	Suppressed
	"Lewis County, WA"	"53041"	"2018"	"2018"	Suppressed	79604	Suppressed
	"Lewis County, WA"	"53041"	"2019"	"2019"	Suppressed	80707	Suppressed
	"Lewis County, WA"	"53041"	"2020 "	"2020"	Suppressed	82109	Suppressed
	"Lincoln County, WA"	"53043"	"2016"	"2016"	Suppressed	10350	Suppressed
	"Lincoln County, WA"	"53043"	"2017"	"2017"	Suppressed	10579	Suppressed
	"Lincoln County, WA"	"53043"	"2018"	"2018"	Suppressed	10740	Suppressed
	"Lincoln County, WA"	"53043"	"2019"	"2019"	Suppressed	10939	Suppressed
	"Lincoln County, WA"	"53043"	"2020 "	"2020"	Suppressed	11090	Suppressed
	"Mason County, WA"	"53045"	"2016"	"2016"	Suppressed	62198	Suppressed
	"Mason County, WA"	"53045"	"2017"	"2017"	Suppressed	63710	Suppressed
	"Mason County, WA"	"53045"	"2018"	"2018"	Suppressed	65507	Suppressed
	"Mason County, WA"	"53045"	"2019"	"2019"	Suppressed	66768	Suppressed
	"Mason County, WA"	"53045"	"2020 "	"2020"	Suppressed	68224	Suppressed
	"Okanogan County, WA"	"53047"	"2016"	"2016"	Suppressed	41554	Suppressed
	"Okanogan County, WA"	"53047"	"2017"	"2017"	Suppressed	41742	Suppressed
	"Okanogan County, WA"	"53047"	"2018"	"2018"	Suppressed	42132	Suppressed
	"Okanogan County, WA"	"53047"	"2019"	"2019"	Suppressed	42243	Suppressed
	"Okanogan County, WA"	"53047"	"2020 "	"2020"	Suppressed	42620	Suppressed
	"Pacific County, WA"	"53049"	"2016"	"2016"	Suppressed	21249	Suppressed
	"Pacific County, WA"	"53049"	"2017"	"2017"	Suppressed	21626	Suppressed
	"Pacific County, WA"	"53049"	"2018"	"2018"	Suppressed	22036	Suppressed
	"Pacific County, WA"	"53049"	"2019"	"2019"	Suppressed	22471	Suppressed
	"Pacific County, WA"	"53049"	"2020 "	"2020"	Suppressed	22984	Suppressed
	"Pend Oreille County, WA"	"53051"	"2016"	"2016"	Suppressed	13123	Suppressed
	"Pend Oreille County, WA"	"53051"	"2017"	"2017"	Suppressed	13354	Suppressed
	"Pend Oreille County, WA"	"53051"	"2018"	"2018"	Suppressed	13602	Suppressed
	"Pend Oreille County, WA"	"53051"	"2019"	"2019"	Suppressed	13724	Suppressed
	"Pend Oreille County, WA"	"53051"	"2020 "	"2020"	Suppressed	14144	Suppressed
	"Pierce County, WA"	"53053"	"2016"	"2016"	57	861312	6.6
	"Pierce County, WA"	"53053"	"2017"	"2017"	50	876764	5.7
	"Pierce County, WA"	"53053"	"2018"	"2018"	38	891299	4.3
	"Pierce County, WA"	"53053"	"2019"	"2019"	17	904980	Unreliable
	"Pierce County, WA"	"53053"	"2020 "	"2020"	60	913890	6.6
	"San Juan County, WA"	"53055"	"2016"	"2016"	Suppressed	16339	Suppressed
	"San Juan County, WA"	"53055"	"2017"	"2017"	Suppressed	16715	Suppressed
	"San Juan County, WA"	"53055"	"2018"	"2018"	Suppressed	17128	Suppressed
	"San Juan County, WA"	"53055"	"2019"	"2019"	Suppressed	17582	Suppressed
	"San Juan County, WA"	"53055"	"2020 "	"2020"	Suppressed	17492	Suppressed
	"Skagit County, WA"	"53057"	"2016"	"2016"	Suppressed	123681	Suppressed
	"Skagit County, WA"	"53057"	"2017"	"2017"	Suppressed	125619	Suppressed
	"Skagit County, WA"	"53057"	"2018"	"2018"	Suppressed	128206	Suppressed
	"Skagit County, WA"	"53057"	"2019"	"2019"	Suppressed	129205	Suppressed
	"Skagit County, WA"	"53057"	"2020 "	"2020"	Suppressed	130789	Suppressed
